"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Switzerland","CHE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.5","1.5","1.6","1.6","1.7","1.8","1.9","2","2.1","2.2","2.4","2.5","2.6","2.6","2.6","2.6","2.7","2.8","2.9","3","2.9","3","3","3","3.1","3.1","3.2","3.2","3.3","3.3","3.4","3.5","3.5","3.615","","","","3.97","","","","3.8053","3.8241","3.8987","4.0185","4.1053","4.1782","4.2363","","","",
"Channel Islands","CHI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.019","","","","","","","","","","1.2","","","","","","","","","","1.457","1.522","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.559","","","","","0.473","","","","","0.463","","","","","","","","","0.516","","","","","0.817","","","","","","1.1","1.066","0.9985","","1.103","1.08","","","1.153","","","","0.8956","0.9496","0.9867","0.9825","1.0427","1.0389","1.0418","1.0328","","","","","","","1.08","","","",
"China","CHN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","1.07","0.96","0.94","0.91","0.88","0.86","0.85","0.86","0.89","0.92","0.96","1","1.03","","1.12","","1.25","1.3","1.32","1.33","","1.35","1.37","1.47","1.54","1.1056","1.55","1.55","1.55","1.58","1.1672","1.174","1.1892","1.1881","1.2177","1.2426","1.055","1.1208","","","","","","","1.4015","1.4627","1.4733","1.5467","1.6438","1.6989","1.7855","","","","",
"Cote d'Ivoire","CIV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.033","","","","","0.048","","","","","0.064","","","","","","","","","","","","","","","0.071","","","","","0.088","","","","","","0.09","","","","","","","","0.1156","0.0926","","","0.1408","","0.144","0.1541","","","0.2326","","","","","",
"Cameroon","CMR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.034","","","","","0.037","","","","","0.034","","","","","0.072","","","","0.071","","","","","","","","","","0.084","0.082","","0.084","0.073","","","0.074","","","","","","","","0.1842","0.0602","","0.0717","","0.0693","0.0857","0.0898","","","","","","","","",
"Congo, Dem. Rep.","COD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.015","","","","","0.028","","","","","0.035","","","","","0.036","","","","0.073","","","","","","","","0.075","","","0.066","","","","","","0.069","","","","","","","","0.107","","","","","0.0934","","","","0.09","","","","","","",
"Congo, Rep.","COG","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.06","","","","","0.068","","","","","0.101","","","","","","","","0.174","","","","0.119","","","0.252","0.252","","","","0.276","","","","","0.251","","","0.7069","","","","","","0.2097","","0.2035","0.1008","","","0.095","0.1159","","","","","","","","",
"Colombia","COL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.354","","","","","0.377","","","","","0.42","","","","","","","0.478","","","","","","","","","","","","","0.9799","1.026","1.0704","1.1119","1.1403","","1.1992","1.233","1.2677","1.3003","","","1.4135","","","1.451","1.4742","1.4974","1.5206","1.5438","1.5676","1.6694","1.74","1.8064","1.8214","1.9379","2.0036","2.0835","","",
"Comoros","COM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0.084","","","","0.163","","0.113","","0.127","","","","","0.074","","","","","","","0.1926","0.1897","","","","0.1901","","","0.1699","","","","","","","",
"Cabo Verde","CPV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.077","","","","","","","","","","0.082","","","","","","","","","","0.176","","","0.2","","","0.329","","0.342","","","","0.234","","","","0.171","","","","","","","","0.493","","","","","0.505","0.5812","0.5747","0.5058","0.5922","","0.7694","","","","",
"Costa Rica","CRI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.391","","","","","0.517","","","","","0.614","","","","","","","","","0.679","","","","","0.99","","","0.968","0.881","","1.26","","","0.883","0.845","0.854","0.864","0.872","0.901","1.719","1.3257","","","","","","","","","","","","","1.1497","","","","","","",
"Caribbean small states","CSS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.614067846342248","","","","","","","","","","","","","","","","","","","","","","","","","1.56862756546055","","","","",
"Cuba","CUB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.946","","","","","0.876","","","","","0.822","","","","","","","","","","","1.388","","","1.886","","","","3","","3.6562","3.9981","4.3658","4.729","4.9827","5.2114","5.4857","5.6859","5.7377","5.8383","5.9186","5.929","5.9796","6.0487","6.1874","6.2559","6.3286","6.4064","6.5918","6.6157","6.7507","6.9242","7.2099","7.3341","7.4794","","","8.19","","",
"Curacao","CUW","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","","","","","1.7","","1.939","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","0.973","","","","","1.393","1.38","","","1.564","","","","","1.8787","2.55","","","2.119","","","","","","","","2.0147","2.0507","2.1064","2.1562","2.2484","2.2958","2.4076","2.4993","","1.9511","","","",
"Czech Republic","CZE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","1.8","1.9","1.9","1.9","2","2","2.1","2.1","2.1","2.2","2.3","2.3","2.4","2.5","2.5","2.6","2.6","2.6","2.7","2.7","2.7","2.7","2.7","2.9","2.9","3","3","3.1","3","3.1","3.4","3.4","3.5","3.513","","","3.58","3.61","3.625","","3.5744","3.6117","3.6483","3.66","","","4.314","","","",
"Germany","DEU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.8","2.9","3","3.1","3.1","3.1","3.2","3.2","3.3","3.3","3.3","3.369","","","3.44","3.483","3.531","","3.7536","3.8454","3.9152","4.0043","4.0827","4.1383","4.2087","","","",
"Djibouti","DJI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.157","","","","","","","","","","0.284","","","","","","","","","","","0.224","","","0.238","","","","","","0.162","","","","","0.191","0.14","","","0.1328","","","","","0.1674","0.1788","0.2324","","","","0.229","","","","0.2203","","","","","",
"Dominica","DMA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.133","","","","","","","","","","0.161","","","","","","","","","","","","","","0.339","","","","","","0.46","0.528","","","","0.47","0.493","0.5367","","","","1.7791","","","","","","","","","","","","","","","","1.0825","","",
"Denmark","DNK","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","1.8","1.8","2","2.1","2.3","2.3","2.3","2.3","2.4","2.5","2.5","2.4","2.6","2.6","2.8979","2.9033","2.6","2.9159","2.8","","","3.658","2.925","2.9983","3.0427","3.2001","3.163","3.419","3.3935","3.4013","3.5791","3.6184","3.6461","3.6395","3.644","3.6743","4.4567","","","",
"Dominican Republic","DOM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.121","","","","","0.588","","","","","","","","","","0.435","","","","","","","","","0.564","","","","1.074","","1.49","","","1.054","","1.5","","2.156","","","1.8301","","","","","","","","1.0777","","","1.4943","","","","","","1.56","","",
"Algeria","DZA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.173","","","","","0.116","","","","","0.123","","","","","","","","","0.38","","","","","0.427","","","","0.429","","0.942","","","0.821","","0.846","","","1","","","","1.1054","","","1.0199","","1.1912","","","1.207","","","","","","1.83","","","",
"East Asia & Pacific (excluding high income)","EAP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.850585239134369","","","","","","","","","","1.00646222506083","","","","","","","","","","","","","","","1.47614850035586","","","","",
"Early-demographic dividend","EAR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.873256145697889","","","","","","","","","","0.754371382590278","","","","","","","","","","","","","","","0.940110841099725","","","","",
"East Asia & Pacific","EAS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.926159727826623","","","","","","","","","","1.09484018383462","","","","","","","","","","","","","","","1.57677255193971","","","","",
"Europe & Central Asia (excluding high income)","ECA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33846666991268","","","","","","","","","","3.16587737552618","","","","","","","","","","","","","","","3.04527637050058","","","","",
"Europe & Central Asia","ECS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01384112224473","","","","","","","","","","3.20399271815332","","","","","","","","","","","","","","","3.37292525195215","","","","",
"Ecuador","ECU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.396","","","","","0.335","","","","","0.348","","","","","0.351","","0.637","","","","","","","","","","","","","0.9576","1.1667","1.2006","1.1094","1.2746","1.2474","1.3171","1.3305","1.3167","1.3772","1.4519","1.5513","1.5753","1.5064","","","","","","1.6073","2.1219","1.6654","","","","2.0734","2.05","","","",
"Egypt, Arab Rep.","EGY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.391","","","","","0.435","","","","","0.527","","","","","0.536","","","","","1.065","1.364","1.365","","","","1.304","","","","0.76","","","","1.84","","2.02","1.6","","","2.118","","","0.5202","","2.401","","2.604","","2.804","2.83","","","","0.794","0.81","0.8107","0.7902","","",
"Euro area","EMU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03483442015157","","","","","","","","","","3.68558963414088","","","","","","","","","","","","","","","3.84775760417248","","","","",
"Eritrea","ERI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.019","","","0.03","","","","","","","","0.0557","","","","","","","","","","","","","","","",
"Spain","ESP","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7836","3.8907","3.9503","4.0186","4.0762","4.0774","4.138","4.1922","4.2562","4.3147","4.3769","4.3587","4.4279","4.4701","4.4904","4.5211","4.5408","4.5843","4.6519","4.7128","3.7409","3.8216","3.8165","3.8046","3.7975","3.8493","4.0691","","","",
"Estonia","EST","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.938","","","","","3.35","3.408","3.484","3.485","3.49","3.504","3.536","3.264","3.207","3.2","3.191","3.148","3.114","3.11","3.206","4.3728","3.16","","","","","3.33","","3.409","","3.2422","3.2912","3.278","3.3255","3.3101","3.4152","3.4651","","","",
"Ethiopia","ETH","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.009","","","","","0.014","","","","","0.012","","","","","0.012","","","","","0.011","0.011","","","0.013","","","","0.031","","","","","","0.029","","0.025","0.023","0.021","0.02","0.021","0.028","0.029","0.0267","0.0267","0.032","0.0268","0.0223","0.0251","0.0252","0.022","","","","","","","0.1","","",
"European Union","EUU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8301476613579","","","","","","","","","","3.37350699056673","","","","","","","","","","","","","","","3.68686691272208","","","","",
"Fragile and conflict affected situations","FCS","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.276010058562716","","","","","","","","","","0.426516827177153","","","","","","","","","","","","","","","0.387336792351543","","","","",
"Finland","FIN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2.1","2.1","2.2","2.2","2.3","2.4","2.4","2.5","2.6","2.6","3.1546","2.6","","","3.3","3.319","2.735","2.8795","2.9874","2.9856","3.0693","3.1483","3.2073","","3.808","","","",
"Fiji","FJI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.495","","","","","","","","","","0.471","","","","","0.476","","","","","0.448","","0.494","","","","","","","0.358","","","0.472","","0.376","","","0.476","0.357","0.336","","","","0.4653","","","","","0.3996","0.4366","0.426","","","0.8025","","0.8374","","","","",
"France","FRA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","1.2","1.3","1.3","1.4","1.4","1.5","1.5","1.6","1.7","1.8","1.9","2","2.1","2.1","2.5","2.7","2.8","2.8","2.9","3","3.1","3.0662","","","","","3.2222","","","","","","","","","","","3.6746","","","","3.1561","3.1711","3.1835","3.2117","3.2237","3.2349","","","",
"Faroe Islands","FRO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.451","","","","","","0.573","0.5959","","","0.5618","","0.5838","","","0.6124","0.1923","0.177","","","","","","","","","",
"Gabon","GAB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.117","","","","","","","","","","0.191","","","","","","","","","","","0.457","","0.433","","0.518","","","0.246","0.494","","0.1932","","0.2181","0.2616","0.2956","","","","","","","","","0.2895","","","","","","","","","","","","0.3611","","","",
"United Kingdom","GBR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1","1","1.1","1.1","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.4","1.5","1.5","1.5","1.6","1.6","1.6","1.7","1.7","1.7","1.8","2.2905","1.9","1.9","1.9","2","2.3","2.2","","","","","","","2.6724","2.7176","2.7279","2.7485","2.7769","2.778","2.7959","2.8058","","",
"Georgia","GEO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","3.2","3.3","3.32","3.4","3.475","3.63","3.72","3.81","3.95","4","4.123","4.212","4.319","4.333","4.471","4.611","4.699","4.808","4.868","4.971","4.926","4.898","4.726","5.003","4.899","4.792","4.457","5.192","5.042","3.768","4.731","4.295","3.907","4.089","","","4.65","4.538","4.6661","4.8065","4.3073","4.4029","4.4392","4.5177","4.8267","5.0976","","","","",
"Ghana","GHA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.047","","","","","0.073","","","","","0.078","","","","","0.078","","","","","","","","","0.067","","","0.049","","0.043","","","","","","","0.062","","","","","","0.09","","0.1544","","","0.0733","0.111","0.085","0.0949","","","0.1686","","","0.1283","0.18","","",
